Rating,Ulasan
5,"cukup lumayan kalau dibandingkan harganya..
agak sedikit kebesaran tp ok lah.
semoga betul enak untuk dipake berdiri dan jalan lama."
5,"ALHAMDULILLAH SAMPAI SETELAH PENANTIAN,, T.T, BAGUS BANGEETTT LUVV SMOGA AWEET"
5,"Uk asli 39 dan pas di uk 40 sepatu ini dg kaos kaki, model bagus, bahan lumayan utk harga 200rb, sol so so lah empuknya. Next bakal dicoba buat zumba atau sekedar jalan2ï¿½... "
5,"Fast response, Good product, Harga terjangkau."
5,"makasih min udah denger suara hati customer, gampang return pokoknya bangga sepatu lokalğŸ¥°ğŸ«¶ğŸ»"
5,"Barang sudah sampai ditempat tujuan 
Barang sesuai ukuran kaki saya"
5,"Sepatunya bagus dan sesuai, ringan kualitas bagus. Sangat memuaskan"
5,"sepatunya bagus, panjang kakiku 22,5cm kebetulan size yg paling mendekati ukuran kakiku yg tersedia stoknya tinggal 37, pas dateng kirain kebesaran ternyata ngga kok dipa... "
5,"adminnya gerceppp tanya ukuran sama minta tolong segera di kemas langsung di kemass, biar hari selasa bisa sampee ternyata senin malah udah sampee terimakasi adminn, sepa... "
5,"ukurannya pas bgt ternyata pdhl kaki aku ukuran 39an, paket nya aman, nyaman karena empuk banget cuma terlalu pas, cocok buat skolah! worth it tapi kalo ukuran kaki nya 3... "
5,"Bentuk dan ukuran: pass
Warna: sesuai dgn yg difoto
nantii beli lagii"
4,warnanya bagus nyaman dipake semoga awet barangnya
5,"oke mantab, ukuran pas. bahan nyaman. keren."
5,MasyaAllah akhirnya.. alhamdulillah cantik semuanya bagus sihh di aku juga pas empuk juga pas dipake
5,"sangat bagus sekali, nyaman dipakai, warnanya cantikğŸ˜ğŸ˜"
5,"Ringan bangett, ukuran sesuai. Sengaja beli yg lebih size nya soalnya biar longgar enak. Sesuai banget ukuranya.
Bagus sesuai lemnya kuat.
Semoga awettt, warna putihnya b... "
5,"Seller fast respon dan pengiriman cepat, sepatu bagus seperti harga jutaan, thanks.."
5,ukuran pas. harga sangat terjangkau dan berkualitas
5,"mantap, ukurannya pas. bahannya bagus."
5,bahannya bagus dan nyaman dipakai.... semoga awet
5,"ukuran pas model bagus nyaman, harga bersaing..terimakasih"
5,Barang sesuai pesanan. Kualitas barang sangat bagus untuk harganya.
5,"cakeeeppp bgt ini weehhhh, di kaki pas gak kegedean/kekecilaann, semoga aweett yaaağŸ¤âœ¨"
5,"Sumpah ini sepatu keren banget rekomen benget buat kalian yg suka olahraga atau untuk berpergian jauhh agar kaki klian tetap angat dan tidak dingin, paket sesuai pesanan"
5,"sesuai di etalase, sepatu nyaman & empuk dipake, ortu suka banget. best sih merknya sepatunya"
5,"Cucok skli buat run dan nyaman, pas ukirannya sesuai sekali"
5,"Paket mendarat dgn sempurna, barang ori dan bagus"
5,"Panjang kaki 23, pilih ukuran 36 agak sesak sh better keliatannya ukuran 37. sepatu empuk dan nyaman"
5,CAKEPNYA DILUAR EKSPEKTASI BANGETTTTTğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜
5,"ukuran sempat kekecilan,alhamdulillah bisa ditukar ke size gede,nyaman dikaki, pokonya best lah ğŸ‘"
5,"barang sesuai deskripsi, kualitas bagus, semoga awet"
5,Ukuran pas. Finishing rapi. Insole empuk.Ringan dan nyaman di kaki.
5,spatunya cocok
5,"ukuran cocok ke kaki sy, model bagus, ringan dan awet ğŸ‘"
5,"Sepatunya bagus sesuai deskripsi, pengiriman juga cepat, enteng bgt nyaman dikaki"
5,bagus dan ukuran pas. produk lokal emang ga kalah kerenn
5,"Bagus tapi sayang kekecilan, udh pilih ukuran cm yang biasa pakai"
5,"ukurannya sesuai, enak dipakai, modelnya cantik, ringan banget.. semoga awet yaa"
5,Paketku sdh smpe.. Wow sepatunya ringan di kaki stlh di coba..
5,Sepatunya nyaman dipakai tidak bikin kaki sakit solnya empuk maaf baru kasih ulasan
5,bagus empuk dan nyaman dipakai jalan. sol nya mudah berkerut
5,"Keren sepatunya
Kualitas ok
Nyaman di pake"
5,"bagus, sesuai deskripsi. ukuran pas, jahitan rapi. top."
2,"Rapi, warna oke, tapi udh upsize masih kekecilan. Ni size tablenya ngaco. Trus ternyata ga seempuk yg kubayangin.. rada keras ğŸ¥²
Update: kena cipratan becek, susah bgt ga... "
4,"Aku biasa 39, ngerasa kurang gede dikit"
5,"Pengiriman cepat, Ukuran pas, dan nyaman."
5,"Sesuai pesanan... Cocok di kaki, dan nyaman di pakai"
5,"mantab semoga awet, barang sesuai deskripsi"
5,"Sepatunya bagus, ringan, dan terlihat melebihi harganya. semoga awet di pakai harian. terima kasih."
5,"Sudah sampai cepat gercep, barang aman. Sepatunya ringan bgt gatau gimana kualitasnya. Semoga kuat & awet"
5,"Sepatunya bagus buat cewek, keren designya ukuran juga pas di kaki ğŸ‘"
5,"diterima tepat waktu (order pake next day) krn ada acara perlu pakai sepatu model ini/sejenis, sepatu nyaman. size naik 1cm, mengingat perlu pakai kaos kaki, dan pas (unt... "
5,"sepatunya enak, ringan banget sih. Terbukti sering dipakek karena udh dekil ğŸ˜…"
5,Solnya empuk Nyaman dipakai Ukurannya sesuai
5,"Sepatunya udah sampai, nyaman, bagus bahannya. Pokoknya suka .."
5,"Sepatunya ringan,enak dipakainya,admin nya juga ramah,terima kasih ya"
5,"produk bagus banget sangat rekomended, harga bersahabat mantab dan puas banget ğŸ‘"
5,"ukuran nya sesuai, barang sesuai deskripsi, rapih dan nyaman. semoga semakin sukses Kanky"
5,"Ukuran sesuai, ringan dipakai, empuk sol nya, warna cakep, pengiriman cepat mantap ğŸŒŸ"
5,"barang bagus, sesuai dengan gambar, jahitan rapi, pengiriman cepat. tp belum sempat dicoba"
5,"sesuai gambar dan sepatu ringan, cocok untuk sekolah"
5,"Barang baguss, pengiriman dan respon cepat, puas belanja di sinii .. terimakasihh"
5,"Pengiriman cepat, semoga barang yang datang sesuai gambar, dan pokok nya top lahğŸ”¥"
5,ga usah diragukan lagi lah ya kanky ini. udah 4 kali beli di sini dan selalu bagus mana nyampenya cepet
5,"terima kasih, sepatunya bagus sekali"
5,"Pengiriman cepat, Dengan Harga yg terjangkau.. kualitas okay loh.. thank you."
5,"Baguss 
Ukuran cukup 
Recomend pokonya
Hargaa terjangkau"
5,harus nambah 1 uk dari biasanya kl mau yg ga trlalu pas. tp yg ini ok jg ga bikin sakit
5,Barang diterima dengan baik dan respond seller cepat.. Terima kasih
5,"nggak nggak lagi beli brand luar, buang-buang uang

brand lokal loh sebagus ini"
5,mantap dan nyaman. sangat berkualitas mantap
5,mantul gak diragukan lagi. pokoknya bagus dan nyaman
5,"keren sepatunya, istri suka. pas dan nyaman di kaki"
5,"Ukuran Pas, sesuai deskripsi, pokoknya cocok dan sukakk banget"
5,"Ukuran sesuai, nyaman, simple.. suka. Makasi ya min, maaf baru kasi ulasan. ğŸ˜"
5,oke sih lucu warnanya real pict cantikkks ringan juga. ekspetasi aku empuk bgt ternyata ngga ya. atau emg sepatu running tuh gt ya ğŸ¤”
5,"ukuran sangat sesuai, harga sangat kompetitif  untuk kualitas sebagus ini"
5,"Selalu puas dgn produk kanky, kualitas & kenyamanan the best ğŸ‘ŒğŸ»"
5,"build bagus, nyaman, ringan.. mudah2an kuatttt"
5,sesuai dengan deskripsi. pengiriman super cepat. bagus modelnya. worth the money
5,"Bagus, di pakai nya enteng. Ukuran 40 masih longgar.. semoga awet deh yahh ğŸ˜‡"
5,Model bagus dan sepatunya cukup kuat dan elastis
5,worth the price. Lumayan bisa dipake harian
5,sepatu yg kedua kalinya.....sangat cocok dan nyaman dipakai
5,sepatunya ok banget... ringan banget.. suka banget.. smoga awet... responnya juga cepet banget..  makasih seller & pak kurir...
5,ukuran sepatu mesti +1 dari ukuran aslinyaa. empuk dan worth to price dgn harga sgtu.
5,"ukuran pas, sepatu empuk cocok untuk lari"
5,"awal beli salah ukuran, kebesaran...pas mau retur udah dpt semingguan masih boleh...best lah barang juga bagus dan berkualitas..."
5,"proses pesanan dan pengiriman cepat, memuaskan sekali, sepatunya bagus"
5,kiriman cepat ukuran pas ....model bagus ....ringan
5,"Enakeun pisan sepatunya, ringan. Ukurannya juga pas"
5,warna sesuai gambar..coba di pakai juga enak..pas di kaki
5,ternyata agak ngepres di kaki. tpi sepatu nya ok banget
5,"Sepatunya keren, ringan, dan harga terjangkau pastinya"
5,ukuran sesuai. kualitas top. kenyamanan top. pengiriman cepat. packing biasa aja.
5,Bagus banget kualitas top sepatunya enteng
5,"jahitan & sol sepatu rapih .
sepatu ringan & alas kaki empuk .
worth to buy dengan harga 200an ."
5,"bagus, ringan sepatunya, sol nya juga rapih, semoga awet"
5,debest.. murah n bagus.. pengiriman kilatt..no drama.. moga smakin berkembang lokal pride...
5,sepatu yg bagus untuk kado ke istri/pacar/gebetan/selingkuhan/FWBan. Trendy dan kualitas bagus untuk jogging di taman
5,Alhamdulillah sudah sampai barang nya dengan cepat sesuai pesanan bagus enteng cm beli di coba untuk pake senam mudah mudahan enak dan nyaman di pake senam
5,sepatunya bagus pengiriman nya cepat muat di anak semoga awettt
5,"Sepatunya oke,bagus motif dan warnanya.. cocok buat istri.."
5,"sepatunya empuk dan enteng, buat daily run enak"
5,"sepatu nya empuk bgt, enteng bgt ini sepatu. murah tp kualitas oke"
5,"lucu bangt warna nya,barang nya jga cepet smpe,ukuran pas bngt"
5,baguss sepatu nyaa ringan bngt sol sepatu nya empuk jdi nyaman buat joging semoga awet
5,Proses kirim cepat. Sepatu nyaman. Sol tebal. Terimakasih
5,"pesanan sdh di terima dlm keadaan baik. lumayan bagus utk harga sgini, nyaman jg di pake. tks"
5,"enteng, warna bagus, size ok (lebihin 0.5 cm), blm dipakai keluar."
5,"Mantap, nyaman, cepat, rapih, gesit mantap lah pokoknnyaaa kerenn kanky thenbest"
5,"Pertama kali beli kanky, cucok, size passs banget. dpt harga murmer pula ya kan... okelah ya... ğŸ¤­"
5,"jahitan sepatu & sol sepatu rapiih .
sepatu ringan & alas kaki empuk .
worth to buy banget , dijamin ga akan nyesel ."
5,"Sepatunya bagus sesuai deskripsi, pengiriman jg cepat, trmksh"
5,"Pesanan Sesuai
pengiriman cepat
model sesuai pesanan"
5,"Oke pas d kaki, enteng.. goodğŸ‘"
5,"pembelian ke-2 unt sekolah tuan putri ku, dapet harga cuci gudang pula....
sepatu enteng dan kualitas bagus."
5,sukaaaa banget baguusss & enteng juga ğŸ¥° biasa pake uk 39 tp aku tambah 1 jadi beli ukuran 40 dan pas ğŸ¤© mau dicoba jogging besok
5,"Finally bisa beli kanky yuga makie ini dgn harga 199k waktu live, sukaaaa, ringan, nyaman dipakai.. terima kasih kanky"
5,"Melangkah pasti dgn kanky..model keren, sol empuk & nyaman. Pembelian ke 2 so far puas lagi"
5,Real pict buat zumba thank you...
5,"Kereeen, ringan dan pas banget dikaki. Bakal repurchased sih utk anak
tks mimin yg sgt ramah, dan ekspedisi yg cekatan"
5,Suka bgt. Bagus. Enteng. Enak dipakai
5,keren sepatunya empuk dan nyaman
5,bagus banget Alhamdulillah ada ukuran ini...dan warnanya cakep banget love love pokoknya
4,"Biasa pake uk.40 tapi ini agak kegedean ğŸ˜‚ tapi its ok,markicob brand local ğŸ‘ğŸ»"
5,"ukuran pas, biasa pakai 38 pilih 38, nyaman dipakai jugaa. loovvv bgtt"
5,"oke banget. empuk. sesuai pesanan, baik warna dan ukuran"
5,"nice, sepatunya pas enteng dan worthit lahhhh yaaahhhvghhh"
5,"Mantap, pas di kaki ku size 37, panjang kaki ku 23cm, biasanya emg pakai 37 jdi ikuti yg biasa dipakai sja"
5,"Bagus, sepatunya ringan. Tapi tolonglahhh packaging nya ngacoooo bgtttt. Masa kerdus penyok2 gitu ngasal bgt, diperbaiki lagi."
5,"keren bgttt, dan untungnya gasalah ukuran yey."
5,"Barang sudah diterima sesuai pesanan, pesan hari minggu hari selasa sudah diterima. Ukuran sesuai, jahitannya rapi dan anakpun hepi. Semoga awet. Recommended sellerğŸ‘ğŸ‘"
5,Oke bangetttt maap ya kesenengan jadi begini ekspresinya
5,"terimakasih,packing,respon dan ukurannya ok.ğŸ™"
5,Kualitas sepatunya sesuai dengan harganya.
4,Bagus sesuai pesanan pas semua mantap semoga awet
5,Pas dipakai dengan ukuran yang dipesan.
5,"Baguss, udah punya 2 produk ini dan awet banget"
5,"ukuran sesuai
warna sesuai
sepatunya bagus, pengiriman cepat"
5,"Bagus banget, pas di kaki, bintang 5â­â­â­â­â­"
5,"Sol nya empuk, sepatu cukup ringan"
5,"barang ny bagus, recommended lah"
5,"cocok pakai kanky, diterima baik aman, terimakssih"
5,"asik nih sepatu lokal sol nya empuk napas nya banyak, siap lari"
5,"barangnya ok , ringan dan Sabi lah di seharga segitu"
5,"OKEEE BANGETT, ga sakit juga dipakenya, worth it sekali"
5,"suka bangettt, pas sama ukurannyaa, sesuai deskripsiiğŸ«¶"
5,"mikir berkali kali buat beli ini dan akhirnya checkout jugaa, bagus bangett ringan sepatunyaağŸ˜"
4,sepatunya enak dan nyaman dipake ğŸ˜»
5,model nya bagus...wrn nya keren...mudah2an awet ya dan nyaman di pake nya
5,ukuran pas mantabbb banget ini sepatu nya empuk
5,sukaaa banget sama sepatu ny..... tapiii....sepatu ny susah di bersihin
5,"kanky layak di akui duniaa, keren bangett sumpahh trs sepatu nya woww kalian beli aja dan cobain pake sendiriğŸ‘ğŸ»ğŸ˜‡"
5,"Alhamdulillah pesenan sdh sampai terimakasih banyak,barang sesuai dgn gambar bagus banget"
5,Bagus sekali ğŸ˜ğŸ˜ğŸ˜ tidak kecewa sama sekali
5,Bagus banget ya AllahğŸ˜ğŸ˜ğŸ˜ Jangan ragu jangan bimbang dehhğŸ˜ğŸ˜ğŸ˜
5,"pas, adminnya sabar bgt ngadepin customer tantrum ğŸ™‚ğŸ™‚ğŸ™‚ğŸ™‚ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ bintang 5"
5,"ukuran pas, lucu banget mantap lah pokoknya ğŸŒ¹ğŸŒ¹ğŸŒ¹ğŸŒ¹ğŸ¥ºğŸ¥ºğŸ¥ºğŸŒ¸ğŸŒ¸ğŸŒ¸ğŸŒ¸ğŸ”¥ğŸ”¥ğŸ”¥ğŸ”¥ğŸ”¥ğŸ”¥ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ¤¤ğŸ¤¤ğŸ¤¤ğŸ¥°ğŸ¥°ğŸ¥°ğŸ«µğŸ«µğŸ«µğŸ«µ"
5,"Spatunya udh smp kaa cakep bgt, pengiriman ny jg cpt bgt!!!"
5,"nyaman di pake, gak panas, empuk.."
5,"modelnya keren, ukuran pas, mantap"
5,"Ini kedua kali nya beli kanky , emangggg bagusss banget sih. Ringan juga kalo dipakettt"
5,"bagus, empuk, dan real pictğŸ™‚â€â†”ï¸ğŸ™‚â€â†”ï¸"
5,"akhirnya wishlist ku dateng juga ğŸ¥¹, warna pink + warna putih cakep banget pls ğŸ˜­ğŸ©·ğŸ©·ğŸ©·"
5,"Bentuk dan ukuran: PASS
Warna: Cantikk"
5,Bagus. Nyaman. Local pride ğŸ©·ğŸ«¸ğŸ«·
5,"puas, harga bersahabat kualitas mantab"
5,"ukuran pas, warna cantik, pokonya bagus dehh sesuai harga thank you kancky"
5,Sudah pernah merasakan kenyamanan brand ini.. Ini pembelian ke dua... Semoga sesuai harapan..
5,ini best buying 2024 sih. sepatunya ringan banget.
5,"super recommended, anak saya seneng banget pakai sepatu nya"
5,"real pict anjayy, bgs bgtt
ap lgi warna nya cnti kali"
5,Barangnya sudah sampai baguss banget sesuai dengan yang dipesan
4,"bagus banget kak, udah ketiga kalinya beli kanky gak pernah gagal. sorry fotonya beda. soalnya udah dibawa sepatunya"
5,"Asli Napol banget sesuai ke inginan. 
Next kapanÂ² co lagi"
5,sepatunya bagus dan ringan buat dipakai
5,Mantapss.. satu kantor beli sepatu kanky semua nya biar solid.. semoga dapet sponsor dari admin nya ğŸ˜„
5,Suka banget sama warnanya.. selalu beli sepatu sport kanky â¤ï¸
5,"CANTIIK BGTTT AAAAAAAğŸ¥ºğŸ¥ºğŸ’—ğŸ’—ğŸ’—
nyaman juga dipakaiğŸ’—ğŸ’—ğŸ’—"
5,"mendarat dengan aman,sepatunya juga ringan,tengkyu."
5,sepatu pas dan cocok ğŸ‘ semoga lebih semangat jogging nya
5,Sepatu nya udah nyampeee aahhh seneng bgt dapet hargaaa 1.700 ğŸ¥³ğŸ¥³ğŸ¥³ğŸ¥³
5,kualitas sangat bagus untuk harga segini
5,"bagus bangett plss manaa murah lagii,ganyesel dehh beli inii,lucuu warnanyaaa pass ga kegedean ukuran 39 plss lucuuuuuuu"
5,ukuran pas dan lumayan enak dipakai
5,Cakep banget sih ini ğŸ˜ğŸ˜ğŸ˜ğŸ˜ . Makin semangat olahraga
5,"mantaph, ringan dan tidak sakit di kaki."
5,produknya bagus baru pertama ini beli kanky semoga jadi lenganan yaa
4,biasanya pake 39 upsize jadi 40 pas si cocok untuk olahrgaaağŸ¤©
5,"Keren..pas di kaki. 
Semoga awet ğŸ™ğŸ™"
5,Bagus sepatu nya ringan di pakai
5,Enteng banget sepatunya cocok buat lari
5,"Sepatunya bagusss, super duper enteng ğŸ˜ğŸ‘"
5,"gila cakep parah , semoga awet

worth it bgt"
5,"ukuran pas
modelnya keren
sesuai order
mantaaappp"
5,ukuran pas. sesuai pesanan no. 39
5,"Real pic, ringan, bangus . Terima kasih"
5,"Barangnya Mantapp sekali
Kalau untuk sepatu sekali beli di kanky
terima kasih"
5,"Barang bagus, mau beli lagi utk olahraga"
5,"Barang sesuai, nyaman semoga awet"
5,"bagusss , sepatunya enak di pakaii"
5,Bagus Sekali Sepatunya..... Recommended pokoknya
5,Sepatunya keren...nyaman dipakainya. Terimakasih Kanky
5,BAGUS BANGET PLSSSS BENERANNNN ASLIKKKKKKKKKKKK
5,"bagus bgt, buat anak krl cocok ini"
5,cepat sampai. sol nya jg empuk
5,mantaaap sesuai ekspektasi model sesuai mantaaap
5,"Ukuran sepatu pas, semoga awet, next order untuk suami sy.Terima kasih"
5,ukuran dan warna sesuai pesanan
5,Nyaman dan ringan banget ğŸ˜
5,Sepatu sesuai pesanan. terima kasih banyak
5,sdh sampe bagus buat hadiahnya ade yg yg reking 3
4,Dipake enak
5,"cakeppp bgttt ih sepatunyaaa, ga nyesellâ€¼ï¸ğŸ˜ğŸ˜"
5,"bagus bgttt,nyaman bgt dipakenyaa"
5,"Pembelian yg ke4, tidak mengecewakan ğŸ‘"
5,"ukuran pas, artikel atau modelnya bagus, sepatu nyaman. seller respon cepat, kurirnya juga cepet. terima kasih kanky istri saya jadi bahagia."
4,mantabb produk sesuaiiğŸ¥°ğŸ¥°
5,"Bagus,pas, ringan"
5,"Produk bagus dengan harga terjangkau, itulah kanky.
Lem rapi, jahitan rapi, nyaman di pakai, terasa solid, bukan seperti sepatu yg asal jadi karena murah"
5,"beli buat anak,kata anak sih enak pisan. semoga awet deh."
5,Solnya empuk. Nyaman dipakai. Penjualnya ramah banget. Packaging aman ğŸ™. Nyaman dipakai lama. Respon penjualnya top. Warnanya cantik.
5,"bagus,ringan dipakai"
5,"Sepatu sangat nyaman dipakaiâ€¦.empuk,cocok buat kaki atau tumit yg sakitâ€¦.KANKY the bestâ€¦.harga bersahabat"
5,"size pas, cocok, suka sama warnanya, nyaman dipake"
5,"ukurannya pas, nyaman di pakai, bahannya lembut, dan enteng"
5,"ukuran pas sesuai deskripsi, untuk harga segini, design bagus dan ringan dipakai. mungkin soles nya yang kurang empuk ya, tapi sudah cukup bagus"
5,"bahannya lumayan lembut, nyaman saat dipakai, model nya baguss, sol nya juga ga tipis, ukurannya pas"
5,"Bagus dan sesuai dengan gambar,UK 38 dan pas di kaki
Bentuk dan ukuran: 38
Aroma: Bagus
Daya tahan pakai: Semoga amet"
5,"pengerjaan sepatu rapi jali, buat anak sekolah dpt murmer tp oke, sempat salah ukuran kekecilan tp proses penukarannya dibantu step-by-step, saran sy sesuai anjuran utk u... "
5,"setelah saya pakai Kanky..istri kepengen. ta beliin juga dengan model berbeda. happy..

enteng banget dan empuk..apalagi bagi wanita hamil, gak bikin pegel kaki.

kualita... "
5,"Bagus, nyaman dipakai dan ringan. Cocok buat jalan santai"
5,"ukurannya pas, sepatunya nyaman empuk dan ringan dipake lari"
5,sepatu lokal yang cocok go international nih.. nyaman bgt dipake.. g nyangka harga segitu nyamannya sama kaya sepatu yg harga 4-5 kali lipat
5,"product bagus banget
sesuai deskripsi.

seller respond cepat. kiriman cepat. mantap"
5,"Bentuk dan ukuran: Ukuran longgar dikit krna emg dilebihin biar ngga nyesek di kaki
Warna: Warnanya cantik, bagus bngt
Trimakasih seller,, sepatunya bagus, nyaman ,ngga k... "
5,"barang bagus banget, untuk ukuran pake aja ukuran yang biasa dipake jgn ikut panduan krn masih kekecilan"
5,Sepatunya bagus banget kwalitas oke pake banget2.enakan di pakainya dan empuk.nanti mau co lagi deh. Makasih mimin.
5,"Barang bagus, datang sesuai pesanan"
5,"nyaman dipakai, gak bikin sakit dan cape. biasa uk 38, pakai uk 38 pas"
5,"Sepatunya keren, awalnya krna beli offline, terasa enak di kaki, ringan dan bagus, trus cari online, ternyata lebih murah dan kualitas sama... Maaf g sempet foto, tp asli... "
5,"Bagus sepatunya empuk, ringan. Enak dipakai jalan. Belum dicoba buat jalan jauh tp semoga enak dan awet. Warnanya bagus abu muda ada aksen pink dan hijau tosca. Ukuran ju... "
5,"Beli sepatu untuk istri, katanya sepatunya empuk, warnanya yg putih-pink juga bagus. Buat yg mau beli, ikutin aja ukuran UK/EUR sepatu yg biasa dipakai (true to size). Ja... "
5,sepatu sesuai permintaan bahan bagus kualitas bagus cuman pengiriman telat
5,"Keren, nyaman, anak suka. Worth it banget.
Sekali lagi saran buat Kanky utk fokus ke pasar sepatu anak dengan menambah jenis sepatu yg punya ukuran agak kecil (36 ke bawa... "
5,"bahan Bagus, ukuranya pas, model keren, sol  nyaman"
4,"Barang sudah sampai 
Pas nyaman dipake 
Thanx seller"
5,"bagus dan enteng sepatu nya, jadi makin lincah buat olah raga ringan jalan kaki atau lari
kwlitas mantap dan pengiriman cepat
terima kasih"
5,"Jujur puas bangetttt, mau nangis dan nyesel kenapa baru tau ada brand sepatu sebagus iniğŸ˜­ sepatunya empuk, buat aku yg kerja jalan terus ga bikin kaki pegel. mau beli la... "
5,"alhamdulilah. ukurannya pas dan
bahannya dan design bagus. pengirimannya jg cepat. terimakasih"
5,"ukuran pas, ribgan nyaman buat jalan, harga terjangkau"
5,"produk barang bagus dan pelayanan juga bagus. barang gak ada tapi berusaha confirm dulu dan gak asal kirim random, dan si doi alhamdulillah suka. 
thanks gan"
5,"sepatunya baguss dan empuk, nyaman dipakai, pengirimannya cepat"
5,"Sepatu nya bagus, ringan, semoga nyaman dipake jalan jauh."
5,"sayang ukurannya banyak yang abis jadi agak kekecilan dikit, pls restock yang cepet yaa"
5,"ukuran sesuai
produk nya bagus juga
ringan bahannya
Alhamdulillah memuaskan"
5,"Sepatunya OK, ukuran sesuai yg diorder, dipakai nya nyaman dan empuk.
Respon admin nya cepet, langsung dikirim."
5,bagus kualitas nya gak diragukan lagi produk dalam negri tapi bisa bersaing dengan produk yg malah
5,"barang sesuai dngn foto,sepatu ringan dan nyaman"
5,"keren banget model sepatunya, ringan dan nyaman dipakai"
5,"ukuran nya pas, sepatu nya enteng, nyaman di gunakan"
5,"kualitas dan modelnya sepatunya diatas ekspektasi, keren dan nyaman"
5,"Bagus, pas dan enteng bgt"
5,"sepatutnya bagus dan ringan, klo lain kali beli lagi harus dinaikkan 1 nomer karena, kaki saya tebal"
5,"bagus, empuk nyaman dipakai, baru pertama belum tau awet apa enggaknya âœŒ"
5,"pesan yang kedua kalinya sepatu kanky, product lokal tapi nyaman"
5,"ukuran sesuai, bahan okee, dan bobotnya ringan"
5,"Brg sesuai deskripsi.
Bagus,, enak dipakai
Sdh prnh beli produk Kanky lainnya, ini kali ke 3"
5,"barang bagus, ga ada cacat, seller amanah, produk lokal tp keren, wajib di beli ..."
4,"Sepatu lokal kualitas oke dengan harga segitu, tapi perbaiki dong packingnya, serius nih cuman gini doang sampe penyok?"
5,"ukuran pas, dan warna sesuai dengan pesanan, barang tiba dengan cepat dan selamat. terimakasih kak"
5,kirain tinggi kek digambar ternyata pendek
4,ukurannya lebih kecil dri ukuran standard.
5,Asli cakepp next bakal order lagi
5,"Sepatu nya bagus dan ringan, dipakai juga nyaman 
Semoga awet ya"
5,"ukuran pas sesuai standar, kualitas sangat bagus ğŸ‘ğŸ‘"
5,Bneran baguuuussss enteng bgtğŸ˜
4,"Sepatu dah nyampe,aslinya bagus banget,tapi ***** nih ekspedisinya, sesama bandung baru nyampe seminggu kemudian,itu pun harus di samperin ke jne nya,paket 4 hari gak ger... "
5,"Baguss banget sepatunyaa.. Ukurannya pas, sesuai ekspektasii. Sepatu nyaman dipakai dan enteng. 
Tips: naikin 1 ukuran dari biasanya"
5,Keren bagus banget sepatunya local pride!
4,"ukuran pas, packaging rapi, tapi pengiriman lumayan lama"
5,"pesanan sudah sampai dengan kondisi baik
sepatunya bagus keren ukuran pas model menarik warna sesuai ekspektasi
sepatu nya ringan empuk"
5,Sangat bagus sekali aangat nyaman harga sangat terjangkau next order yg motif aku suka semoga cepat restock
